Name,Description,Image,Daily,Weekly,Monthly,Full Desc
Reflecmedia LiteRing,,images/products/liteRingGreen.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

Reflectomedia's LiteRing system makes lighting a green screen setup  quick and easy. The LiteRing LED attaches directly to the camera lens  and the Chromatte background reflects back a perfectly lite chromakey  background to the camera    

	"
Sun Gun (Anton Bauer),Anton Bauer Ultralight,images/products/ABULS.jpg,$25.00 per day,$75.00 per week,$225.00 per month,"

<a name=""ProductDescription"" id=""ProductDescription""> &#13;
<h2>Description</h2>&#13;
</a>&#13;
<table><tbody><tr><td class=""longdesc"">The original Ultralights are available in both single and dual head versions both with standard 5/8"" stud mounting which makes them ideal for a wide variety of applications in addition to camera mounting. The original Ultralights also feature a choice of power sources: 12-14 volt and 30 volt <br /><br />&#13;
            . The integral 4 pin connector accepts a variety of power cables including the D-Tap.</td>&#13;
        </tr></tbody></table>"
Sun Gun (Frezzi HMI),"Frezzi Sun Gun, Filter Set, & Softbox",images/products/hmifrezzi.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

Frezzi 92402 FZ MA24-PT 24 Watt Mini-Sun Gun HMI with Power-tap connector, 2 cable and lamp. In 1996 Frezzi revolutionized the lighting industry with the worlds first camera mountable HMI light. Now available in a sleek new ultra-lightweight rugged one piece design, these expertly crafted HMIs operate on 12 to 14.4 volts, are 400% more power efficient than quartz-tungsten lighting, and therefore provide the advantage of long runtimes with high output at 5600K.    

	"
Sun Gun (Frezzi),"Frezzi Sun Gun, Dichro Filter, & Softbox",images/products/Frezzi.jpg,$35.00 per day,$90.00 per week,$350.00 per month,"


	"
3 stage SwingAway Matte Box,,images/products/swingmatte-3.jpg,$20.00 per day,$60.00 per week,$180.00 per month,"

<span style=""font-weight: bold;"">This swingaway mattebox is designed to fit onto lightweight 15mm rods. Features two 4""x5.65? Filter stages, and one rotatable 4""x4"" stage. The rubber bellows includes a 138mm retaining ring allowing the use 138mm drop in filters. Step down adapt the 105mm bellows to a variety of lens diameters. Top and side flags complete the set to make this a very full featured, affordable mattebox</span><br />"
Arri LMB-5,,images/products/arriLMB5weyebrow.jpg,$50.00 per day,$150.00 per week,$450.00 per month,"

The Arri LMB-5 (Lightweight Matte Box) clips onto various sized lenses  via special master and step-down rings. No need for rails. Very light, weighing in at only 10.4 ounces with two 4x5.650 filter trays. Includes lightweight Chloroplast top and side flags<br />&#13;
.<br />"
Arri MB14 Matte Box,,images/products/ArriMB-14MaskSet.jpg,$75.00 per day,$225.00 per week,$775.00 per month,"

 <span style=""color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;"">The MB-14 is a production matte box for 19 mm or 15 mm studio support, designed for wide-angle and large diameter lenses.</span>&#13;
<p style=""margin: 0px auto 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; width: 640px; color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;""><b style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; background-position: initial initial; background-repeat: initial initial;"">Main Features</b></p>&#13;
<ul style=""margin: 18px 0px 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; list-style: none; color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;""><li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Maximum filter size 6.6"" x 6.6"" / round 6""</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Standard configuration with 4-filter stage; several other filter stages possible</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">One of each filter frame pair toothed for operation by knob or flexible shaft</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Swing away 90° to the front</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Top / bottom and side flags</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Set of masks and French flag holder</li>&#13;
    <li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Wide carrier MB-14-W for lenses from 9.8 mm</li>&#13;
</ul><div style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;"">&#13;
<p style=""margin: 0px auto 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; width: 640px; background-position: initial initial; background-repeat: initial initial;""> </p>&#13;
</div>&#13;
<p style=""margin: 0px auto 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; width: 640px; color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;""><b style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; background-position: initial initial; background-repeat: initial initial;"">Additional Information</b></p>&#13;
<ul style=""margin: 18px 0px 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; list-style: none; color: rgb(64, 64, 64); font-family: Arial, Helvetica, sans-serif; line-height: 18px;""><li style=""margin: 0px 0px 9px; padding: 0px 0px 0px 24px; border: 0px; outline: 0px; vertical-align: baseline; background-image: url(http://www.arri.com/fileadmin/templates/images/content_ad/accordion_products_detail_bullet.png); background-color: transparent; font-size: 13px; background-position: 0px 5px; background-repeat: no-repeat no-repeat;"">Requires 19 mm or 15 mm studio bridge plate or ARRI QR-HD1 baseplate. Not for lightweight support.</li>&#13;
</ul>"
Arri MB20 II Matte Box,,images/products/arri_mb20ii.jpeg,$75.00 per day,$225.00 per week,$675.00 per month,"

Arri MB20 II Matte Box with 2 filter tray.  <br />"
Chrosziel 4x4 Sunshade,"16:9/4:3 Sunshade, French Flag, 2 filter holders,  Filter stage for 1 fixed & 1 rotating filter holder, (2) 4x4 filter holder, 104mm Clamp adapter",images/products/Chrosziel4x4MB.jpg,$35.00 per day,$105.00 per week,$315.00 per month,"

16:9/4:3 Sunshade, French Flag, 2 filter holders,  Filter stage for 1 fixed & 1 rotating filter holder, (2) 4x4 filter holder, 104mm Clamp adapter<br />"
Chrosziel 5.650x5.650 Mattebox,"16:9/4:3 Mattebox, French Flag, Side Flags, Combination filter holder, 4x5.650 Horizontal, 4x5.650 Vertical, or 5x5 Combination filter holder, 142.5mm",images/products/Chrosziel_5.65MB.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

16:9/4:3 Mattebox, French Flag, Side Flags, Combination filter holder, 4x5.650 Horizontal, 4x5.650 Vertical, or 5x5 Combination filter holder, 142.5mm<br />"
Petroff 4x4 2 stage matte box,"4x4 matte box, 15mm support adapter 15, Brow & 1 lens ring, side flags.",images/products/petroff442mb.jpg,$40.00 per day,$120.00 per week,$360.00 per month,"

4x4 matte box, 15mm support adapter 15, Brow & 1 lens ring, side flags.<br />"
Arri Follow Focus 4,,images/products/Arri_FF4.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

Arri's Follow Focus 4 set up for lightweight 15mm, or studio 15mm rails. Right and Left focus knobs, extension, focus whip and speed crank included.<br />"
Arri Follow Focus 5 HD,,images/products/ArriFF5.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

Arri's simple and robust Follow Focus 5. Fits lightweight 15, studio 15, and studio 19 rail systems.<br />"
Arri MFF-1,,images/products/Arri_MFF1.jpg,$35.00 per day,$105.00 per week,$315.00 per month,"

The <strong>MFF-1</strong> is a lightweight, single-sided follow focus from <strong>ARRI</strong>.  It is fully adjustable, which allows the unit to be mounted to any  camera system with 15mm LWS support rods. It can also be supported from  15mm or 19mm bridgeplates using standard adapters. It is also compatible  with all other standard Arri Focus Gears. <br /><br /><ul><li>Unique space-saving snap-on bridge mechanism</li>&#13;
    <li>Plunger mechanism that engages adjustable, hard stops for lenses with infinite rotation</li>&#13;
    <li>Compatible with ARRI driver gears and knob accessories</li>&#13;
</ul>"
Bartech Wireless Follow Focus,,images/products/BartecWFF.jpg,$125.00 per day,$375.00 per week,"$1,125.00 per month","

The Bartech wireless follow focus system includes an M-One motor and an assortment of snap-on gears to work with a wide variety of lenses. Can be mounted to 19 or 15mm rods.<br /><br />&#13;
Specs.<br />&#13;
- 7 channel transmitter and reciever system<br />&#13;
- Simple Calibration<br />&#13;
- Remote Rec Trigger<br />&#13;
- Powerful M-One motor can work with even the stiffest of lenses<br />&#13;
- Focus Gears (0.8m 32pitch / 0.6m Fuji / 48pitch / 0.5m Canon / 0.4m 64pitch)<br /><br />"
OConnor CFF-1 Follow Focus,,images/products/CFF-1-010_02.jpg,$75.00 per day,$225.00 per week,$675.00 per month,"

OConnor's CFF-1 fully modular Follow Focus Design.  Focus wheels are removable, can be mounted to either side, and are offset to allow a wide variety of mounting positions. Focus gears can be mounted in several positions to accomodate whatever lens or accessories may be needed. Several focus gears  are available with different tooth patterns designed to mate with different lenses. The mount grabs the rails instead of sliding around them allowing it to be mounted or removed with less hassle and provides left right adjustment. Adaptable to 15mm or 19mm studio or light rails.<br />"
Petroff light weight follow focus,"Petroff light weight follow focus, Follow focus 16-inch whip.",images/products/Petroff_lw_ff.jpg,$35.00 per day,$105.00 per week,$315.00 per month,"

Petroff light weight follow focus, Follow focus 16-inch whip.<br />"
138mm +1 Diopter,,images/products/138Diopter.jpg,per day,per week,per month,"


	"
138mm +2 Diopter,,images/products/138Diopter.jpg,per day,per week,per month,"


	"
138mm +3 Diopter,,images/products/138Diopter.jpg,per day,per week,per month,"


	"
4.65x4.65 RotaPola,,images/products/RotaPola.jpeg,per day,per week,per month,"

 This RotaPola contains a standard 2 stop pola in a 4.65x4.65 frame that allows the Polarizer to be rotated, even if the matte box stage is fixed.    

	"
4x4 1/2 Black Pro Mist,4x4 1/2 Black Pro Mist,images/products/TIF44BPM12.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
4x4 1/4 Black Promist,4x4 1/4 Black Promist,images/products/TIF44BPM14.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
4x4 4 point Star,4x4 4 point Star,images/products/4pointstar.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
4x4 812 Warming,4x4 812 Warming,images/products/TIF44812.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
4x4 Circular Polarizer,4x4 Circular Polarizer,images/products/44CirclePola.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
